Index,City,State,Date,avgHigh (F),avgLow (F),avgUV,totalSun (hrs),avgSun (hrs),totalSnow (cm),avgSnow (cm)
200,Warren,Michigan,2017/6,78.17,63.67,0,456.2,15.21,0,0
200,Warren,Michigan,2017/7,84.65,71.13,0,413.2,13.33,0,0
200,Warren,Michigan,2017/8,81.84,68.61,0,318.5,10.27,0,0
200,Warren,Michigan,2017/9,73.2,58.73,0,281.9,9.4,0,0
200,Warren,Michigan,2017/10,61.29,50.03,0,247,7.97,1.3,0.04
200,Warren,Michigan,2017/11,41.47,34.03,0,205.4,6.85,3,0.1
200,Warren,Michigan,2017/12,27.65,21.61,0,179.6,5.79,15.5,0.5
200,Warren,Michigan,2018/1,28.77,20.06,0,195.1,6.29,19.8,0.64
200,Warren,Michigan,2018/2,35.64,25.32,0,207.4,7.41,24.2,0.86
200,Warren,Michigan,2018/3,40.61,28.68,0,272.6,8.79,10.3,0.33
200,Warren,Michigan,2018/4,47.63,34,0,262.5,8.75,6,0.2
200,Warren,Michigan,2018/5,72.29,57.03,0,329,10.61,0,0
200,Warren,Michigan,2018/6,77.1,64.53,0,438.1,14.6,0,0
201,Charleston,South Carolina,2017/6,81.63,74.4,0,319.8,10.66,0,0
201,Charleston,South Carolina,2017/7,94.03,82.68,0,343.3,11.07,0,0
201,Charleston,South Carolina,2017/8,90.39,81.29,0,309.8,9.99,0,0
201,Charleston,South Carolina,2017/9,84.37,73.1,0,304.7,10.16,0,0
201,Charleston,South Carolina,2017/10,75.48,64.55,0,291.1,9.39,0,0
201,Charleston,South Carolina,2017/11,65.57,52.13,0,268.8,8.96,0,0
201,Charleston,South Carolina,2017/12,54.77,46.45,0,238.3,7.69,0,0
201,Charleston,South Carolina,2018/1,50.94,36.84,0,266.9,8.61,7.6,0.25
201,Charleston,South Carolina,2018/2,66.46,53.93,0,241.2,8.61,0,0
201,Charleston,South Carolina,2018/3,63.23,47.29,0,300.8,9.7,0,0
201,Charleston,South Carolina,2018/4,69.27,54.97,0,311.8,10.39,0,0
201,Charleston,South Carolina,2018/5,78.45,70,0,314.8,10.15,0,0
201,Charleston,South Carolina,2018/6,85.5,77,0,291.5,9.72,0,0
202,Hampton,Virginia,2017/6,80.73,71.03,0,420.3,14.01,0,0
202,Hampton,Virginia,2017/7,90.19,79.97,0,403.5,13.02,0,0
202,Hampton,Virginia,2017/8,84.39,76.58,0,298.5,9.63,0,0
202,Hampton,Virginia,2017/9,76.97,68.03,0,278.9,9.3,0,0
202,Hampton,Virginia,2017/10,70.52,60.48,0,278.4,8.98,0,0
202,Hampton,Virginia,2017/11,55.9,46.47,0,209.1,6.97,0,0
202,Hampton,Virginia,2017/12,44.45,36.48,0,199,6.42,1.8,0.06
202,Hampton,Virginia,2018/1,43.26,29.06,0,266.5,8.6,2.2,0.07
202,Hampton,Virginia,2018/2,55.96,44.86,0,234.1,8.36,0,0
202,Hampton,Virginia,2018/3,50.97,40.03,0,285.4,9.21,2.8,0.09
202,Hampton,Virginia,2018/4,62.67,50.53,0,303.8,10.13,4,0.13
202,Hampton,Virginia,2018/5,78.94,68.42,0,350.3,11.3,0,0
202,Hampton,Virginia,2018/6,81.73,73.87,0,397.2,13.24,0,0
203,Surprise,Arizona,2017/6,104.77,77.67,0,426,14.2,0,0
203,Surprise,Arizona,2017/7,104.9,86.32,0,434.5,14.02,0,0
203,Surprise,Arizona,2017/8,104,83.81,0,412.9,13.32,0,0
203,Surprise,Arizona,2017/9,95.37,75.23,0,335.7,11.19,0,0
203,Surprise,Arizona,2017/10,90.13,64.94,0,292.6,9.44,0,0
203,Surprise,Arizona,2017/11,79.3,57.17,0,235.6,7.85,0,0
203,Surprise,Arizona,2017/12,68.65,44.55,0,233.2,7.52,0,0
203,Surprise,Arizona,2018/1,68.71,46.1,0,256.9,8.29,0,0
203,Surprise,Arizona,2018/2,67.32,45.25,0,291.8,10.42,0,0
203,Surprise,Arizona,2018/3,72.45,50.9,0,339.9,10.96,0,0
203,Surprise,Arizona,2018/4,86.23,60.17,0,370.6,12.35,0,0
203,Surprise,Arizona,2018/5,93.29,66.77,0,428.2,13.81,0,0
203,Surprise,Arizona,2018/6,99.97,75,0,420.2,14.01,0,0
204,Columbia,South Carolina,2017/6,84.5,71.67,0,314.5,10.48,0,0
204,Columbia,South Carolina,2017/7,95.48,80.94,0,347.2,11.2,0,0
204,Columbia,South Carolina,2017/8,91.42,77.52,0,302.6,9.76,0,0
204,Columbia,South Carolina,2017/9,83,66.8,0,290.6,9.69,0,0
204,Columbia,South Carolina,2017/10,74.29,57.52,0,288.2,9.3,0,0
204,Columbia,South Carolina,2017/11,61.9,46.33,0,264.3,8.81,0,0
204,Columbia,South Carolina,2017/12,51.29,41.58,0,242.4,7.82,0,0
204,Columbia,South Carolina,2018/1,50.97,32.65,0,257.1,8.29,2.9,0.09
204,Columbia,South Carolina,2018/2,66.54,50.32,0,229.8,8.21,0,0
204,Columbia,South Carolina,2018/3,63.13,44.65,0,303.4,9.79,0,0
204,Columbia,South Carolina,2018/4,70.67,51.5,0,308.7,10.29,0,0
204,Columbia,South Carolina,2018/5,82.77,67.68,0,295.7,9.54,0,0
204,Columbia,South Carolina,2018/6,88.53,73.63,0,324.7,10.82,0,0
205,Coral Springs,Florida,2017/6,84.93,78.27,0,318.9,10.63,0,0
205,Coral Springs,Florida,2017/7,93.81,87.16,0,333.3,10.75,0,0
205,Coral Springs,Florida,2017/8,93.19,85.45,0,298.7,9.64,0,0
205,Coral Springs,Florida,2017/9,87.93,78.53,0,280.2,9.34,0,0
205,Coral Springs,Florida,2017/10,80.87,73.71,0,259.3,8.36,0,0
205,Coral Springs,Florida,2017/11,78,69,0,257.3,8.58,0,0
205,Coral Springs,Florida,2017/12,73.65,62.39,0,264.8,8.54,0,0
205,Coral Springs,Florida,2018/1,70.71,57.03,0,248.9,8.03,0,0
205,Coral Springs,Florida,2018/2,78.86,67.21,0,232.8,8.31,0,0
205,Coral Springs,Florida,2018/3,77.13,58.68,0,334.4,10.79,0,0
205,Coral Springs,Florida,2018/4,81.5,65.7,0,299,9.97,0,0
205,Coral Springs,Florida,2018/5,81.16,72.1,0,257.6,8.31,0,0
205,Coral Springs,Florida,2018/6,85.27,74.27,0,278,9.27,0,0
206,Visalia,California,2017/6,93.43,68.63,0,433.9,14.46,0,0
206,Visalia,California,2017/7,109,82.94,0,437.5,14.11,0,0
206,Visalia,California,2017/8,105.03,79.19,0,359.6,11.6,0,0
206,Visalia,California,2017/9,92.97,66.5,0,341.5,11.38,0,0
206,Visalia,California,2017/10,83.26,51.16,0,340.7,10.99,0,0
206,Visalia,California,2017/11,69.2,47.27,0,227.5,7.58,0,0
206,Visalia,California,2017/12,61.87,35.1,0,254.5,8.21,0,0
206,Visalia,California,2018/1,58,42.19,0,267.3,8.62,0,0
206,Visalia,California,2018/2,61.82,40.86,0,290.4,10.37,0,0
206,Visalia,California,2018/3,61.94,45.29,0,296.3,9.56,0,0
206,Visalia,California,2018/4,75.2,53.33,0,330.2,11.01,0,0
206,Visalia,California,2018/5,83.06,61.29,0,418.9,13.51,0,0
206,Visalia,California,2018/6,91.57,66.87,0,435,14.5,0,0
207,Sterling Heights,Michigan,2017/6,78.4,63.23,0,457.2,15.24,0,0
207,Sterling Heights,Michigan,2017/7,84.03,70.35,0,411.9,13.29,0,0
207,Sterling Heights,Michigan,2017/8,81.19,67.71,0,316.2,10.2,0,0
207,Sterling Heights,Michigan,2017/9,73.5,58.13,0,284.6,9.49,0,0
207,Sterling Heights,Michigan,2017/10,60.97,49.45,0,249.8,8.06,0,0
207,Sterling Heights,Michigan,2017/11,41.07,33.5,0,206.9,6.9,3.3,0.11
207,Sterling Heights,Michigan,2017/12,27.35,21.35,0,175.3,5.65,14.9,0.48
207,Sterling Heights,Michigan,2018/1,28.74,19.03,0,194.1,6.26,25.4,0.82
207,Sterling Heights,Michigan,2018/2,35.32,24.71,0,207.5,7.41,42.7,1.53
207,Sterling Heights,Michigan,2018/3,40.74,27.19,0,278.2,8.97,21.1,0.68
207,Sterling Heights,Michigan,2018/4,47.83,33.23,0,266.3,8.88,21.3,0.71
207,Sterling Heights,Michigan,2018/5,72.03,56.9,0,333.6,10.76,0,0
207,Sterling Heights,Michigan,2018/6,76.87,63.93,0,444,14.8,0,0
208,Gainesville,Florida,2017/6,83.73,72.4,0,301.1,10.04,0,0
208,Gainesville,Florida,2017/7,95.23,82.29,0,332.6,10.73,0,0
208,Gainesville,Florida,2017/8,94.42,80.9,0,288.2,9.3,0,0
208,Gainesville,Florida,2017/9,86.27,73.6,0,273.9,9.13,0,0
208,Gainesville,Florida,2017/10,79.42,67.71,0,284,9.16,0,0
208,Gainesville,Florida,2017/11,72,57.4,0,256.4,8.55,0,0
208,Gainesville,Florida,2017/12,64.58,52.16,0,240.4,7.75,0,0
208,Gainesville,Florida,2018/1,59.29,40.87,0,266.5,8.6,0,0
208,Gainesville,Florida,2018/2,73.86,56.82,0,254.9,9.1,0,0
208,Gainesville,Florida,2018/3,70.55,48.84,0,313.7,10.12,0,0
208,Gainesville,Florida,2018/4,75.87,57.53,0,294.6,9.82,0,0
208,Gainesville,Florida,2018/5,82.42,69.29,0,300.3,9.69,0,0
208,Gainesville,Florida,2018/6,86.5,76.03,0,299.1,9.97,0,0
209,Cedar Rapids,Iowa,2017/6,80.2,62.07,0,421,14.03,0,0
209,Cedar Rapids,Iowa,2017/7,85.39,69.97,0,428.8,13.83,0,0
209,Cedar Rapids,Iowa,2017/8,81.23,60.52,0,322.3,10.4,0,0
209,Cedar Rapids,Iowa,2017/9,79.93,54.07,0,323.9,10.8,0,0
209,Cedar Rapids,Iowa,2017/10,60.16,45.58,0,251.2,8.1,0,0
209,Cedar Rapids,Iowa,2017/11,42.77,30.63,0,194,6.47,0,0
209,Cedar Rapids,Iowa,2017/12,29.03,20.19,0,200.8,6.48,4.6,0.15
209,Cedar Rapids,Iowa,2018/1,25.52,10.81,0,234.9,7.58,2.3,0.07
209,Cedar Rapids,Iowa,2018/2,29.18,15.79,0,221.3,7.9,15.6,0.56
209,Cedar Rapids,Iowa,2018/3,42.84,27.16,0,285.7,9.22,12.8,0.41
209,Cedar Rapids,Iowa,2018/4,48.37,30.93,0,278.8,9.29,22.1,0.74
209,Cedar Rapids,Iowa,2018/5,76.48,57.13,0,361.5,11.66,0,0
209,Cedar Rapids,Iowa,2018/6,80.37,66.07,0,370.6,12.35,0,0
210,New Haven,Connecticut,2017/6,74.03,64.2,0,400.5,13.35,0,0
210,New Haven,Connecticut,2017/7,84.9,73.39,0,416.1,13.42,0,0
210,New Haven,Connecticut,2017/8,82.13,71.42,0,362.2,11.68,0,0
210,New Haven,Connecticut,2017/9,72,62.33,0,280.7,9.36,0,0
210,New Haven,Connecticut,2017/10,64.52,56.19,0,255.6,8.25,0,0
210,New Haven,Connecticut,2017/11,47.2,39.23,0,196.7,6.56,0,0
210,New Haven,Connecticut,2017/12,34.13,28.39,0,185.2,5.97,15.9,0.51
210,New Haven,Connecticut,2018/1,32.74,22.65,0,218.7,7.05,4.7,0.15
210,New Haven,Connecticut,2018/2,40.93,32.86,0,224,8,11.1,0.4
210,New Haven,Connecticut,2018/3,42.06,31.81,0,251.1,8.1,45.4,1.46
210,New Haven,Connecticut,2018/4,49.9,40.73,0,282.1,9.4,7,0.23
210,New Haven,Connecticut,2018/5,66.68,57.97,0,386.2,12.46,0,0
210,New Haven,Connecticut,2018/6,73.27,63.9,0,386.2,12.87,0,0
211,Stamford,Connecticut,2017/6,75.23,65.53,0,398.3,13.28,0,0
211,Stamford,Connecticut,2017/7,86.39,73.42,0,415.1,13.39,0,0
211,Stamford,Connecticut,2017/8,83.71,72.06,0,352.9,11.38,0,0
211,Stamford,Connecticut,2017/9,73.2,62.7,0,284.9,9.5,0,0
211,Stamford,Connecticut,2017/10,65.71,56.71,0,259.9,8.38,0,0
211,Stamford,Connecticut,2017/11,47.77,39.6,0,196.8,6.56,0,0
211,Stamford,Connecticut,2017/12,34.68,29.23,0,183.4,5.92,13.9,0.45
211,Stamford,Connecticut,2018/1,33.65,22.35,0,222.8,7.19,3.7,0.12
211,Stamford,Connecticut,2018/2,42.29,34.11,0,219.1,7.83,9.7,0.35
211,Stamford,Connecticut,2018/3,41.35,31.94,0,257.1,8.29,48.4,1.56
211,Stamford,Connecticut,2018/4,50.27,41.2,0,285.3,9.51,9.6,0.32
211,Stamford,Connecticut,2018/5,68.52,57.97,0,382.3,12.33,0,0
211,Stamford,Connecticut,2018/6,74.6,64.5,0,380,12.67,0,0
212,Elizabeth,New Jersey,2017/6,78.47,66.4,0,400.3,13.34,0,0
212,Elizabeth,New Jersey,2017/7,88.03,77.19,0,419.1,13.52,0,0
212,Elizabeth,New Jersey,2017/8,87.77,74.74,0,345.1,11.13,0,0
212,Elizabeth,New Jersey,2017/9,76.93,63.9,0,286.8,9.56,0,0
212,Elizabeth,New Jersey,2017/10,69.23,57.94,0,264.4,8.53,0,0
212,Elizabeth,New Jersey,2017/11,49.47,39.53,0,199.9,6.66,0,0
212,Elizabeth,New Jersey,2017/12,35.84,29.23,0,173,5.58,12,0.39
212,Elizabeth,New Jersey,2018/1,36.13,25,0,228.5,7.37,4.6,0.15
212,Elizabeth,New Jersey,2018/2,46.39,36.11,0,221.4,7.91,5.6,0.2
212,Elizabeth,New Jersey,2018/3,43.48,32.45,0,256.8,8.28,62.4,2.01
212,Elizabeth,New Jersey,2018/4,53.13,42.17,0,275.7,9.19,12.6,0.42
212,Elizabeth,New Jersey,2018/5,71.97,59.71,0,375.2,12.1,0,0
212,Elizabeth,New Jersey,2018/6,77.2,65.63,0,377.6,12.59,0,0
213,Concord,California,2017/6,83.93,62.3,0,421.6,14.05,0,0
213,Concord,California,2017/7,91.19,66.48,0,410.6,13.25,0,0
213,Concord,California,2017/8,85.58,64.65,0,338,10.9,0,0
213,Concord,California,2017/9,80.7,62.27,0,317.5,10.58,0,0
213,Concord,California,2017/10,75.77,55.42,0,326.7,10.54,0,0
213,Concord,California,2017/11,60.43,50.47,0,200.5,6.68,0,0
213,Concord,California,2017/12,56.87,42.77,0,233.4,7.53,0,0
213,Concord,California,2018/1,57.26,44.19,0,255.7,8.25,0,0
213,Concord,California,2018/2,63.18,44.46,0,284.9,10.18,0,0
213,Concord,California,2018/3,62,45.13,0,294.9,9.51,0,0
213,Concord,California,2018/4,68.77,51.77,0,320,10.67,0,0
213,Concord,California,2018/5,73.68,58,0,401,12.94,0,0
213,Concord,California,2018/6,82.9,62.03,0,434,14.47,0,0
214,Thousand Oaks,California,2017/6,79.03,65.87,0,431.8,14.39,0,0
214,Thousand Oaks,California,2017/7,89.81,79.71,0,425.3,13.72,0,0
214,Thousand Oaks,California,2017/8,85.77,74.97,0,350.8,11.32,0,0
214,Thousand Oaks,California,2017/9,81.03,66.77,0,330.6,11.02,0,0
214,Thousand Oaks,California,2017/10,82.06,61.58,0,341.1,11,0,0
214,Thousand Oaks,California,2017/11,71.57,55.1,0,237.1,7.9,0,0
214,Thousand Oaks,California,2017/12,69.23,48.03,0,254.6,8.21,0,0
214,Thousand Oaks,California,2018/1,66.39,51.19,0,295.2,9.52,0,0
214,Thousand Oaks,California,2018/2,64.25,48.79,0,300.6,10.74,0,0
214,Thousand Oaks,California,2018/3,61.03,48.77,0,295.6,9.54,0,0
214,Thousand Oaks,California,2018/4,67.83,55,0,343,11.43,0,0
214,Thousand Oaks,California,2018/5,66.97,57.26,0,392.7,12.67,0,0
214,Thousand Oaks,California,2018/6,74.17,63.2,0,428.6,14.29,0,0
215,Kent,Washington,2017/6,71,57.2,0,444.7,14.82,0,0
215,Kent,Washington,2017/7,86.84,63.32,0,463.6,14.95,0,0
215,Kent,Washington,2017/8,87.03,68.55,0,371.4,11.98,0,0
215,Kent,Washington,2017/9,72.53,58.63,0,291.7,9.72,0,0
215,Kent,Washington,2017/10,59.26,48.32,0,259.3,8.36,0,0
215,Kent,Washington,2017/11,47.1,42.07,0,116.2,3.87,15.6,0.52
215,Kent,Washington,2017/12,42.32,36.03,0,161.7,5.22,1.1,0.04
215,Kent,Washington,2018/1,47.06,40,0,147.9,4.77,0,0
215,Kent,Washington,2018/2,45.86,37.96,0,192.5,6.87,7,0.25
215,Kent,Washington,2018/3,51.45,40.42,0,265.7,8.57,0,0
215,Kent,Washington,2018/4,56.7,46.43,0,265.7,8.86,0.1,0
215,Kent,Washington,2018/5,69.16,55,0,392,12.65,0,0
215,Kent,Washington,2018/6,70.2,57.63,0,438.6,14.62,0,0
216,Santa Clara,California,2017/6,77.43,61.1,0,425.7,14.19,0,0
216,Santa Clara,California,2017/7,94.58,72.65,0,405.8,13.09,0,0
216,Santa Clara,California,2017/8,90.45,70.9,0,350,11.29,0,0
216,Santa Clara,California,2017/9,79.83,64.77,0,307,10.23,0,0
216,Santa Clara,California,2017/10,75.06,57.9,0,325.5,10.5,0,0
216,Santa Clara,California,2017/11,61.57,51.47,0,218.5,7.28,0,0
216,Santa Clara,California,2017/12,60.55,45.94,0,251.1,8.1,0,0
216,Santa Clara,California,2018/1,59.61,46.45,0,272.1,8.78,0,0
216,Santa Clara,California,2018/2,63.07,46.57,0,282.1,10.08,0,0
216,Santa Clara,California,2018/3,61.65,47.52,0,290.7,9.38,0,0
216,Santa Clara,California,2018/4,67.5,51.9,0,326.5,10.88,0,0
216,Santa Clara,California,2018/5,70.87,55.58,0,392.8,12.67,0,0
216,Santa Clara,California,2018/6,76.97,59.87,0,434,14.47,0,0
217,Simi Valley,California,2017/6,82.07,68.2,0,431.8,14.39,0,0
217,Simi Valley,California,2017/7,93.55,79.55,0,425.8,13.74,0,0
217,Simi Valley,California,2017/8,89.42,76.06,0,351,11.32,0,0
217,Simi Valley,California,2017/9,82.63,67,0,330.6,11.02,0,0
217,Simi Valley,California,2017/10,82.26,59.84,0,340.9,11,0,0
217,Simi Valley,California,2017/11,71.33,52.77,0,234.8,7.83,0,0
217,Simi Valley,California,2017/12,68.03,45.52,0,254.6,8.21,0,0
217,Simi Valley,California,2018/1,70.16,53.23,0,294.1,9.49,0,0
217,Simi Valley,California,2018/2,68.36,51.71,0,297.8,10.64,0,0
217,Simi Valley,California,2018/3,64.1,50.13,0,292.8,9.45,0,0
217,Simi Valley,California,2018/4,72.13,56.03,0,341.6,11.39,0,0
217,Simi Valley,California,2018/5,72.94,59.06,0,390.9,12.61,0,0
217,Simi Valley,California,2018/6,78.07,64.77,0,429.7,14.32,0,0
218,Lafayette,Louisiana,2017/6,82.63,72.43,0,307,10.23,0,0
218,Lafayette,Louisiana,2017/7,94.32,79.84,0,338.9,10.93,0,0
218,Lafayette,Louisiana,2017/8,89.58,77.35,0,286.2,9.23,0,0
218,Lafayette,Louisiana,2017/9,84.43,66.7,0,291.7,9.72,0,0
218,Lafayette,Louisiana,2017/10,78.52,60.84,0,311.5,10.05,0,0
218,Lafayette,Louisiana,2017/11,68.9,53.6,0,267.7,8.92,0,0
218,Lafayette,Louisiana,2017/12,56.16,45.03,0,217.2,7.01,4.7,0.15
218,Lafayette,Louisiana,2018/1,53.65,38.9,0,261,8.42,0.8,0.03
218,Lafayette,Louisiana,2018/2,66.86,56.89,0,203.8,7.28,0,0
218,Lafayette,Louisiana,2018/3,70,55.48,0,299.4,9.66,0,0
218,Lafayette,Louisiana,2018/4,72.27,55.4,0,299,9.97,0,0
218,Lafayette,Louisiana,2018/5,85.23,69.13,0,328.2,10.59,0,0
218,Lafayette,Louisiana,2018/6,87.73,75.77,0,279.4,9.31,0,0
219,Topeka,Kansas,2017/6,84.47,65.1,0,423.7,14.12,0,0
219,Topeka,Kansas,2017/7,92.16,73.39,0,352.9,11.38,0,0
219,Topeka,Kansas,2017/8,85.23,63.77,0,337.2,10.88,0,0
219,Topeka,Kansas,2017/9,80.33,58.3,0,311.1,10.37,0,0
219,Topeka,Kansas,2017/10,66.1,47.87,0,296.3,9.56,0,0
219,Topeka,Kansas,2017/11,51.23,36.6,0,247.9,8.26,0,0
219,Topeka,Kansas,2017/12,39.19,24.94,0,246.3,7.95,0.4,0.01
219,Topeka,Kansas,2018/1,37.45,18.77,0,265.4,8.56,3.4,0.11
219,Topeka,Kansas,2018/2,41.54,24.07,0,241.7,8.63,4.5,0.16
219,Topeka,Kansas,2018/3,53.81,35.06,0,280,9.03,0,0
219,Topeka,Kansas,2018/4,55.33,37.6,0,289.6,9.65,2.7,0.09
219,Topeka,Kansas,2018/5,83.81,62.48,0,314.2,10.14,0,0
219,Topeka,Kansas,2018/6,88.4,70.23,0,390.9,13.03,0,0
220,Athens,Georgia,2017/6,82.6,68.83,0,317.7,10.59,0,0
220,Athens,Georgia,2017/7,95.77,78.32,0,354,11.42,0,0
220,Athens,Georgia,2017/8,89.65,74.71,0,302.2,9.75,0,0
220,Athens,Georgia,2017/9,80.63,65.17,0,302.8,10.09,0,0
220,Athens,Georgia,2017/10,71.35,55.9,0,290.4,9.37,0,0
220,Athens,Georgia,2017/11,59.8,47.3,0,244.4,8.15,0,0
220,Athens,Georgia,2017/12,49.52,40.58,0,234.1,7.55,1.9,0.06
220,Athens,Georgia,2018/1,48.77,31.39,0,270,8.71,0.9,0.03
220,Athens,Georgia,2018/2,62.89,48.11,0,211.1,7.54,0,0
220,Athens,Georgia,2018/3,61.16,42.68,0,287.6,9.28,0,0
220,Athens,Georgia,2018/4,67.73,48.53,0,309,10.3,0,0
220,Athens,Georgia,2018/5,79.32,64.19,0,290,9.35,0,0
220,Athens,Georgia,2018/6,86.33,70.97,0,312.3,10.41,0,0
221,Round Rock,Texas,2017/6,88.37,70.93,0,311.9,10.4,0,0
221,Round Rock,Texas,2017/7,98.1,79.23,0,355.1,11.45,0,0
221,Round Rock,Texas,2017/8,92.68,78,0,313.1,10.1,0,0
221,Round Rock,Texas,2017/9,86.6,69.2,0,303.7,10.12,0,0
221,Round Rock,Texas,2017/10,76,59.06,0,298.5,9.63,0,0
221,Round Rock,Texas,2017/11,68.97,55.53,0,241,8.03,0,0
221,Round Rock,Texas,2017/12,55.52,42.32,0,212.1,6.84,0,0
221,Round Rock,Texas,2018/1,54.1,35.39,0,272.3,8.78,0.3,0.01
221,Round Rock,Texas,2018/2,59.11,45.57,0,199.2,7.11,0,0
221,Round Rock,Texas,2018/3,72.19,52.13,0,291,9.39,0,0
221,Round Rock,Texas,2018/4,73.47,55.13,0,295.8,9.86,0,0
221,Round Rock,Texas,2018/5,87,67.61,0,307.6,9.92,0,0
221,Round Rock,Texas,2018/6,91.27,74.4,0,299.9,10,0,0
222,Hartford,Connecticut,2017/6,76.83,64.27,0,398.8,13.29,0,0
222,Hartford,Connecticut,2017/7,87.77,72.61,0,413.3,13.33,0,0
222,Hartford,Connecticut,2017/8,83.74,69.77,0,353.9,11.42,0,0
222,Hartford,Connecticut,2017/9,73.77,61,0,275.3,9.18,0,0
222,Hartford,Connecticut,2017/10,65.68,53.81,0,247.7,7.99,0,0
222,Hartford,Connecticut,2017/11,45.5,36.2,0,194.9,6.5,0,0
222,Hartford,Connecticut,2017/12,32.03,25.42,0,193.8,6.25,11.6,0.37
222,Hartford,Connecticut,2018/1,32,20.35,0,210.5,6.79,7.4,0.24
222,Hartford,Connecticut,2018/2,42.93,31.25,0,232.3,8.3,9,0.32
222,Hartford,Connecticut,2018/3,42.58,30.97,0,244.9,7.9,22.2,0.72
222,Hartford,Connecticut,2018/4,51.43,38.83,0,287.2,9.57,3.3,0.11
222,Hartford,Connecticut,2018/5,70.48,56.77,0,393.8,12.7,0,0
222,Hartford,Connecticut,2018/6,76.63,62.57,0,393.7,13.12,0,0
223,Norman,Oklahoma,2017/6,83.13,66.27,0,324.6,10.82,0,0
223,Norman,Oklahoma,2017/7,96.16,76.58,0,358.5,11.56,0,0
223,Norman,Oklahoma,2017/8,89.87,71.48,0,329.9,10.64,0,0
223,Norman,Oklahoma,2017/9,84.03,62.77,0,307.8,10.26,0,0
223,Norman,Oklahoma,2017/10,71,50.97,0,317.9,10.25,0,0
223,Norman,Oklahoma,2017/11,58.93,43.83,0,246.3,8.21,0,0
223,Norman,Oklahoma,2017/12,46.35,32.32,0,247.4,7.98,0,0
223,Norman,Oklahoma,2018/1,44.68,27.35,0,292.8,9.45,0,0
223,Norman,Oklahoma,2018/2,49.25,31.93,0,261.6,9.34,0,0
223,Norman,Oklahoma,2018/3,60.26,42,0,302.6,9.76,0,0
223,Norman,Oklahoma,2018/4,62.37,43.63,0,301,10.03,1.3,0.04
223,Norman,Oklahoma,2018/5,82.52,63.74,0,335.2,10.81,0,0
223,Norman,Oklahoma,2018/6,87.6,71.63,0,319.3,10.64,0,0
224,Victorville,California,2017/6,93.07,72.5,0,431.3,14.38,0,0
224,Victorville,California,2017/7,100,85.39,0,440.1,14.2,0,0
224,Victorville,California,2017/8,96.29,79.87,0,361.5,11.66,0,0
224,Victorville,California,2017/9,83.47,63.57,0,341.4,11.38,0,0
224,Victorville,California,2017/10,77.71,52.32,0,339.6,10.95,0,0
224,Victorville,California,2017/11,68.43,44.7,0,240,8,0,0
224,Victorville,California,2017/12,60.13,35.39,0,259.7,8.38,0,0
224,Victorville,California,2018/1,61.1,40.55,0,289.7,9.35,0,0
224,Victorville,California,2018/2,60.32,39.21,0,306.2,10.94,0.3,0.01
224,Victorville,California,2018/3,61.26,42.23,0,328.9,10.61,0,0
224,Victorville,California,2018/4,75.43,52.6,0,343.3,11.44,0,0
224,Victorville,California,2018/5,80.9,58.94,0,425.2,13.72,0,0
224,Victorville,California,2018/6,91.53,70.27,0,432.7,14.42,0,0
225,Fargo,North Dakota,2017/6,76.57,57.83,0,460.7,15.36,0,0
225,Fargo,North Dakota,2017/7,88.39,65.97,0,475.4,15.34,0,0
225,Fargo,North Dakota,2017/8,80.68,59.03,0,322,10.39,0,0
225,Fargo,North Dakota,2017/9,70.83,50.97,0,285.2,9.51,0,0
225,Fargo,North Dakota,2017/10,54.74,38.03,0,275.8,8.9,0,0
225,Fargo,North Dakota,2017/11,31.6,22.27,0,187.6,6.25,2.3,0.08
225,Fargo,North Dakota,2017/12,18.97,10.68,0,122,3.94,0.6,0.02
225,Fargo,North Dakota,2018/1,15.84,5.58,0,166.6,5.37,3.9,0.13
225,Fargo,North Dakota,2018/2,14.57,0.68,0,229.1,8.18,22.7,0.81
225,Fargo,North Dakota,2018/3,32.42,19.58,0,226.7,7.31,53.6,1.73
225,Fargo,North Dakota,2018/4,42.1,25.47,0,276.9,9.23,10,0.33
225,Fargo,North Dakota,2018/5,73.23,51.61,0,425.1,13.71,0,0
225,Fargo,North Dakota,2018/6,78.43,61.1,0,450.2,15.01,0,0
226,Berkeley,California,2017/6,69.6,57.33,0,415.5,13.85,0,0
226,Berkeley,California,2017/7,85.42,63.16,0,403.8,13.03,0,0
226,Berkeley,California,2017/8,77.84,62.87,0,329.4,10.63,0,0
226,Berkeley,California,2017/9,72.87,61.53,0,299.2,9.97,0,0
226,Berkeley,California,2017/10,69.84,56.35,0,319.4,10.3,0,0
226,Berkeley,California,2017/11,58.63,52.7,0,193.6,6.45,0,0
226,Berkeley,California,2017/12,57.48,46.16,0,230.9,7.45,0,0
226,Berkeley,California,2018/1,54,45.26,0,255.5,8.24,0,0
226,Berkeley,California,2018/2,58.14,43.71,0,285.4,10.19,0,0
226,Berkeley,California,2018/3,57.06,45.06,0,297.7,9.6,0,0
226,Berkeley,California,2018/4,61.07,48.97,0,317.5,10.58,0,0
226,Berkeley,California,2018/5,63.29,53.55,0,385.3,12.43,0,0
226,Berkeley,California,2018/6,68.43,56.4,0,427.8,14.26,0,0
227,Vallejo,California,2017/6,75.5,59.7,0,423.7,14.12,0,0
227,Vallejo,California,2017/7,89.35,66.13,0,406.7,13.12,0,0
